time,channel,cityName,comment,countryIsoCode,countryName,isAnonymous,isMinor,isNew,isRobot,isUnpatrolled,metroCode,namespace,page,regionIsoCode,regionName,user,delta,added,deleted
2015-09-12T08:54:24.253Z,#cs.wikipedia,,"/* Zakladatelská činnost */ Žiži, nebylo ""snad obětištěm"" ale dle mínění historiků (P. Charvát aj.) posvátným místem (ne nutně obětištěm)",,,False,False,False,False,False,,Main,Bořivoj I.,,,Tomas wik,61,61,0
2015-09-12T08:54:26.105Z,#it.wikipedia,,/* Vita privata */,,,False,False,False,False,True,,Main,Carole Bouquet,,,Lenzal,28,28,0
2015-09-12T08:54:27.495Z,#ru.wikipedia,,- 2 categories; ± 2 categories using [[Help:Gadget-HotCat|HotCat]],,,False,False,False,False,False,,Main,Кураж (телефильм),,,Кейра,-79,0,79
2015-09-12T08:54:29.414Z,#en.wikipedia,Harare,/* Sports */,ZW,Zimbabwe,True,False,False,False,False,,Main,Ruzawi School,HA,Harare,77.246.55.143,0,0,0
2015-09-12T08:54:31.518Z,#ru.wikipedia,,removed [[Category:Телефильмы России]]; added [[Category:Телевизионные мини-сериалы России]] using [[Help:Gadget-HotCat|HotCat]],,,False,True,False,False,False,,Main,Линия Марты,,,Кейра,30,30,0
2015-09-12T08:54:33.869Z,#vi.wikipedia,,"Bot: sửa lỗi CS1 ""Kiểm tra giá trị ngày tháng"" + các sửa lỗi chung khác",,,False,True,False,True,False,,Main,Circaea lutetiana,,,GHA-WDAS,36,36,0
2015-09-12T08:54:36.166Z,#en.wikipedia,,[[WP:AES|←]]Redirected page to [[Hwajangsan]],,,False,False,True,False,False,,Main,Hwachang-san Mountain,,,Rystheguy,24,24,0
2015-09-12T08:54:38.071Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Lepidium,,,TuanminhBot,18,18,0
2015-09-12T08:54:40.498Z,#ru.wikipedia,,/* Примечания */,,,False,False,False,False,False,,Main,"Фитцсимонс, Томас",,,Nich marketing,67,67,0
2015-09-12T08:54:43.391Z,#fr.wikipedia,,/* La requalification du pôle gare d'Arnouville et Villiers le Bel */ http://www.agglo-valdefrance.fr/agir/lamenagement-et-lhabitat/les-grands-projets/les-projets-realises/,,,False,True,False,False,False,,Main,Communauté d'agglomération Val de France,,,Lomita,0,0,0
2015-09-12T08:54:45.205Z,#no.wikipedia,,kat.,,,False,True,False,False,False,,Main,Kortbane-EM i svømming 1996,,,Einar Myre,34,34,0
2015-09-12T08:54:46.799Z,#vi.wikipedia,,"Bot: sửa lỗi CS1 ""Kiểm tra giá trị ngày tháng"" + các sửa lỗi chung khác",,,False,True,False,True,False,,Main,Salix miyabeana,,,GHA-WDAS,36,36,0
2015-09-12T08:54:48.163Z,#ca.wikipedia,,Robot inserta {{Commonscat}} que enllaça amb [[commons:category:The Island of Doctor Moreau]],,,False,True,False,True,False,,Main,L'illa del doctor Moreau,,,PereBot,15,15,0
2015-09-12T08:54:52.203Z,#es.wikipedia,Barcelona,/* Temporada 10: 2016-presente */,ES,Spain,True,False,False,False,False,,Anexo,Anexo:Episodios de Los padrinos mágicos,B,Barcelona,79.153.120.236,-153,0,153
2015-09-12T08:54:54.460Z,#ko.wikipedia,,봇 : [[분류:한국 프로 야구 투수‎]]을(를) [[분류:KBO 리그 투수]](으)로 옮김,,,False,True,False,True,False,,Main,한희,,,아즈사봇,-10,0,10
2015-09-12T08:54:57.917Z,#en.wikipedia,,Reverted edits by [[Special:Contribs/182.69.18.24|182.69.18.24]] ([[User talk:182.69.18.24|talk]]) to last version by Mcmatter,,,False,True,False,False,False,,Main,AB de Villiers,,,Jevansen,-59,0,59
2015-09-12T08:54:59.795Z,#it.wikipedia,Bentivoglio,/* Videogiochi */,IT,Italy,True,False,False,False,True,,Main,Riccardo Lombardo,BO,Provincia di Bologna,151.41.187.132,-9,0,9
2015-09-12T08:55:01.875Z,#vi.wikipedia,,"Bot: sửa lỗi CS1 ""Kiểm tra giá trị ngày tháng"" + các sửa lỗi chung khác",,,False,True,False,True,False,,Main,Vochysia stafleui,,,GHA-WDAS,36,36,0
2015-09-12T08:55:03.351Z,#en.wikipedia,,"added some wikilinks, removed the nolink flag, edited for syntax and encyclopedic tone...",,,False,False,False,False,False,,Main,Tyla hepi,,,Veryproicelandic,39,39,0
2015-09-12T08:55:05.912Z,#vi.wikipedia,,"Bot: sửa lỗi CS1 ""Kiểm tra giá trị ngày tháng"" + các sửa lỗi chung khác",,,False,True,False,True,False,,Main,Vochysia rubiginosa,,,GHA-WDAS,36,36,0
2015-09-12T08:55:08.423Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Maireana,,,TuanminhBot,18,18,0
2015-09-12T08:55:10.473Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Opopaea,,,TuanminhBot,18,18,0
2015-09-12T08:55:12.955Z,#de.wikipedia,,/* Todesjahr bis einschließlich 1850 */ Korrektur,,,False,True,False,False,False,,Wikipedia,Wikipedia:PND/Fehlermeldung/September 2015,,,Silewe,-1,0,1
2015-09-12T08:55:14.595Z,#ko.wikipedia,,봇 : [[분류:한국 프로 야구 투수‎]]을(를) [[분류:KBO 리그 투수]](으)로 옮김,,,False,True,False,True,False,,Main,함덕주,,,아즈사봇,-10,0,10
2015-09-12T08:55:16.900Z,#pl.wikipedia,,"drobne merytoryczne, infobox, ludność 2011 III, źr.: NSP 2011 - GUS",,,False,False,False,False,False,,Main,Krzeczyn Mały,,,Mirek46,293,293,0
2015-09-12T08:55:18.193Z,#ca.wikipedia,,Robot inserta {{Commonscat}} que enllaça amb [[commons:category:Our Lady of Fatima]],,,False,True,False,True,False,,Main,Verge de Fàtima,,,PereBot,15,15,0
2015-09-12T08:55:20.007Z,#ko.wikipedia,,/* 광고 출연 */,,,False,False,False,False,False,,Main,지드래곤의 음반 외 활동 목록,,,Qatar490,193,193,0
2015-09-12T08:55:24.310Z,#ko.wikipedia,,봇 : [[분류:한국 프로 야구 투수‎]]을(를) [[분류:KBO 리그 투수]](으)로 옮김,,,False,True,False,True,False,,Main,데니 해리거,,,아즈사봇,-10,0,10
2015-09-12T08:55:26.276Z,#en.wikipedia,,"tidy up, fix [[:Category:Pages using duplicate arguments in template calls|duplicate argument error]], fix redirects",,,False,False,False,False,False,,Template,Template:International Sailing Federation Events,,,NSH002,40,40,0
2015-09-12T08:55:28.695Z,#ru.wikipedia,,/* Примечания */,,,False,False,False,False,False,,Main,"Фитцсимонс, Томас",,,Nich marketing,61,61,0
2015-09-12T08:55:31.324Z,#en.wikipedia,,/* Current store concepts */clean up using [[Project:AWB|AWB]],,,False,True,False,False,False,,Main,Kmart Australia,,,Davidcannon,10,10,0
2015-09-12T08:55:33.321Z,#de.wikipedia,,ein paar erl. raus,,,False,False,False,False,False,,Benutzer,Benutzer:Krdbot/RedirectDeeplink,,,Lómelinde,0,0,0
2015-09-12T08:55:35.029Z,#en.wikipedia,,minor,US,United States,True,False,False,False,False,,Main,Bonny Hicks,,,67.44.230.124,2,2,0
2015-09-12T08:55:37.701Z,#sv.wikipedia,,Gjorde redigering 30536808 av [[Special:Bidrag/Wvinn|Wvinn]] ([[Användardiskussion:Wvinn|diskussion]]) ogjord,,,False,False,False,False,False,,Main,Jonas Hassen Khemiri,,,Ascilto,-20,0,20
2015-09-12T08:55:39.636Z,#zh.wikipedia,,tagging {{t1|veil}} with the help of hide.exe by Antigng,,,False,True,False,True,False,,Main,陸軍大學校,,,Antigng-bot,40,40,0
2015-09-12T08:55:41.716Z,#vi.wikipedia,,"Bot: sửa lỗi CS1 ""Kiểm tra giá trị ngày tháng"" + các sửa lỗi chung khác",,,False,True,False,True,False,,Main,Artabotrys hildebrandtii,,,GHA-WDAS,36,36,0
2015-09-12T08:55:43.808Z,#vi.wikipedia,,"Bot: sửa lỗi CS1 ""Kiểm tra giá trị ngày tháng"" + các sửa lỗi chung khác",,,False,True,False,True,False,,Main,Artabotrys havilandii,,,GHA-WDAS,36,36,0
2015-09-12T08:55:46.517Z,#en.wikipedia,,Category:Boliniales,,,False,False,False,False,False,,Main,Endoxyla,,,Caftaric,44,44,0
2015-09-12T08:55:48.692Z,#ca.wikipedia,,Robot inserta {{Commonscat}} que enllaça amb [[commons:category:Francesco Coccopalmerio]],,,False,True,False,True,False,,Main,Francesco Coccopalmerio,,,PereBot,15,15,0
2015-09-12T08:55:51.169Z,#de.wikipedia,,/* Stadtteile */,,,False,False,False,False,False,,Diskussion,Diskussion:Brandenburg an der Havel,,,Global Fish,1226,1226,0
2015-09-12T08:55:53.524Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Eleutherococcus,,,TuanminhBot,18,18,0
2015-09-12T08:55:56.279Z,#pl.wikipedia,,ort.,,,False,True,False,False,False,,Wikipedystka,Wikipedystka:EwkaC,,,EwkaC,-1,0,1
2015-09-12T08:55:58.231Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Henriettella,,,TuanminhBot,18,18,0
2015-09-12T08:56:00.336Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Pseudolepicoleaceae,,,TuanminhBot,18,18,0
2015-09-12T08:56:02.870Z,#vi.wikipedia,,"Bot: sửa lỗi CS1 ""Kiểm tra giá trị ngày tháng"" + các sửa lỗi chung khác",,,False,True,False,True,False,,Main,Epiblastus chimbuensis,,,GHA-WDAS,36,36,0
2015-09-12T08:56:03.986Z,#en.wikipedia,,"clean up, [[WP:AWB/T|typo(s) fixed]]: t-shirt → T-shirt using [[Project:AWB|AWB]]",,,False,True,False,False,False,,Main,Knock You Down,,,Davidcannon,2,2,0
2015-09-12T08:56:05.798Z,#ru.wikipedia,,оформление,RU,Russia,True,False,False,False,False,,Main,Шеститактный двигатель,,,31.173.240.88,-2,0,2
2015-09-12T08:56:07.232Z,#ko.wikipedia,,/* 드라마 */,,,False,False,False,False,False,,Main,숙의 문씨 (영조),,,Ykl80,2,2,0
2015-09-12T08:56:08.805Z,#vi.wikipedia,,"Bot: sửa lỗi CS1 ""Kiểm tra giá trị ngày tháng"" + các sửa lỗi chung khác",,,False,True,False,True,False,,Main,Flickingeria luxurians,,,GHA-WDAS,36,36,0
2015-09-12T08:56:10.576Z,#it.wikipedia,,/* Collegamenti esterni */ Stanford University,,,False,False,False,False,False,,Main,The Winchester Woman,,,Azazello&margherita,123,123,0
2015-09-12T08:56:12.456Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Pleuroziaceae,,,TuanminhBot,18,18,0
2015-09-12T08:56:14.705Z,#fr.wikipedia,,/* En double mixte */,,,False,False,False,False,False,,Main,Martina Hingis,,,A.Gust14,275,275,0
2015-09-12T08:56:16.600Z,#zh.wikipedia,,/* 日間部 */,,,False,False,False,False,False,,Main,新北市立三重高級商工職業學校,,,AnPingCEO,65,65,0
2015-09-12T08:56:19.446Z,#en.wikipedia,,/* Early Life and Career */,,,False,False,False,False,False,,Draft,Draft:Edward Ragg,,,Lc050710,171,171,0
2015-09-12T08:56:21.864Z,#ru.wikipedia,,/* История */ уточнение,,,False,False,False,False,False,,Main,Карагаш (Слободзейский район),,,Dubossary,64,64,0
2015-09-12T08:56:23.062Z,#vi.wikipedia,,"Bot: sửa lỗi CS1 ""Kiểm tra giá trị ngày tháng"" + các sửa lỗi chung khác",,,False,True,False,True,False,,Main,Dryadella aviceps,,,GHA-WDAS,36,36,0
2015-09-12T08:56:24.311Z,#fr.wikipedia,,/* Dans la culture populaire */ Ajout d'un jeu vidéo,,,False,True,False,False,True,,Main,Incorruptibles,,,Utr dragon,153,153,0
2015-09-12T08:56:26.469Z,#de.wikipedia,,Normdaten ergänzt,,,False,True,False,False,False,,Main,Alfons Zeller,,,APPER,15,15,0
2015-09-12T08:56:27.688Z,#ca.wikipedia,,Actualitzant articles creats en els darrers 7 dies (608).,,,False,True,False,True,False,,Plantilla,Plantilla:Ritme7dies,,,CobainBot,0,0,0
2015-09-12T08:56:29.569Z,#it.wikipedia,,Bot: elimino wikilink impropri; modifiche estetiche,,,False,True,False,True,False,,Main,Antonio Gaspari,,,AttoBot,11,11,0
2015-09-12T08:56:31.469Z,#en.wikipedia,,"Typo/[[WP:AWB/GF|general]] fixes, replaced: Louisana → Louisiana using [[Project:AWB|AWB]]",,,False,True,False,False,False,,Main,Beauregard-Keyes House,,,John of Reading,1,1,0
2015-09-12T08:56:33.610Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Triglochin,,,TuanminhBot,18,18,0
2015-09-12T08:56:36.199Z,#es.wikipedia,,/* Origen y etimología */,ES,Spain,True,False,False,False,False,,Main,Tordesillas,,,87.223.147.85,16,16,0
2015-09-12T08:56:37.658Z,#ja.wikipedia,,/* 国際線 */,JP,Japan,True,False,False,False,False,,Main,福岡空港,,,218.227.98.24,140,140,0
2015-09-12T08:56:39.293Z,#it.wikipedia,,Bot: elimino wikilink impropri; modifiche estetiche,,,False,True,False,True,False,,Main,Vittoria Risi,,,AttoBot,-9,0,9
2015-09-12T08:56:40.824Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Eurybia,,,TuanminhBot,18,18,0
2015-09-12T08:56:42.739Z,#vi.wikipedia,,"Bot: sửa lỗi CS1 ""Kiểm tra giá trị ngày tháng"" + các sửa lỗi chung khác",,,False,True,False,True,False,,Main,Domingoa gemma,,,GHA-WDAS,36,36,0
2015-09-12T08:56:46.043Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Dasymaschalon,,,TuanminhBot,18,18,0
2015-09-12T08:56:47.781Z,#en.wikipedia,,Reverted edits by [[Special:Contribs/Avicennasis|Avicennasis]] ([[User talk:Avicennasis|talk]]) to last version by AvicBot,,,False,True,False,False,False,,Main,Left Anticapitalist Cooperation for the Inversion,,,Avicennasis,-11,0,11
2015-09-12T08:56:49.658Z,#en.wikipedia,Warzachewka Polska,/* Hymenopterans */,PL,Poland,True,False,False,False,False,,Main,2015 in arthropod paleontology,KP,Kujawsko-Pomorskie,188.146.79.81,75,75,0
2015-09-12T08:56:51.540Z,#de.wikipedia,,[[WP:HC|HC]]: Ergänze [[Kategorie:Kultur (Alpenrheintal)]],,,False,True,False,False,False,,Main,Jüdisches Museum Hohenems,,,Gamemaster669,37,37,0
2015-09-12T08:56:53.812Z,#en.wikipedia,Quezon City,/* The UP Fighting Maroons Basketball Team* */,PH,Philippines,True,False,False,False,False,,Main,UP Fighting Maroons,00,National Capital Region,112.209.69.9,17,17,0
2015-09-12T08:56:55.819Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Neomaso,,,TuanminhBot,18,18,0
2015-09-12T08:56:58.705Z,#en.wikipedia,,/* Uses and applications */ Reference,,,False,True,False,False,False,,Main,Triboluminescence,,,V-orel,65,65,0
2015-09-12T08:57:00.209Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Duvalia,,,TuanminhBot,18,18,0
2015-09-12T08:57:02.068Z,#fa.wikipedia,,/* فواید دیوارهای سبز */,IR,Iran,True,False,False,False,True,,Main,دیوار سبز,,,62.220.123.62,381,381,0
2015-09-12T08:57:04.361Z,#ko.wikipedia,,봇 : [[분류:한국 프로 야구 투수‎]]을(를) [[분류:KBO 리그 투수]](으)로 옮김,,,False,True,False,True,False,,Main,홍경표,,,아즈사봇,-10,0,10
2015-09-12T08:57:05.767Z,#vi.wikipedia,,"Bot: sửa lỗi CS1 ""Kiểm tra giá trị ngày tháng"" + các sửa lỗi chung khác",,,False,True,False,True,False,,Main,Xerolirion divaricata,,,GHA-WDAS,36,36,0
2015-09-12T08:57:09.234Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Trisetaria,,,TuanminhBot,18,18,0
2015-09-12T08:57:12.256Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Geolyces,,,TuanminhBot,18,18,0
2015-09-12T08:57:14.826Z,#ko.wikipedia,,봇 : [[분류:한국 프로 야구 투수‎]]을(를) [[분류:KBO 리그 투수]](으)로 옮김,,,False,True,False,True,False,,Main,홍상삼,,,아즈사봇,-10,0,10
2015-09-12T08:57:16.452Z,#de.wikipedia,,[[WP:HC|HC]]: Ergänze [[Kategorie:Kultur (Alpenrheintal)]],,,False,True,False,False,False,,Main,Krippenmuseum (Dornbirn),,,Gamemaster669,37,37,0
2015-09-12T08:57:18.288Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Vella,,,TuanminhBot,18,18,0
2015-09-12T08:57:20.115Z,#en.wikipedia,,fixed typo,,,False,False,False,False,False,,Main,Galantis,,,Hoanglongmit,-1,0,1
2015-09-12T08:57:22.366Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Titanebo,,,TuanminhBot,18,18,0
2015-09-12T08:57:24.342Z,#fr.wikipedia,,/* Marbres */,,,False,False,False,False,False,,Main,Site archéologique de Volubilis,,,Pradigue,10,10,0
2015-09-12T08:57:26.774Z,#it.wikipedia,Rome,/* 'PRIMA CHE TUTTO ESISTESSE'Testo in grassetto */,IT,Italy,True,False,False,False,True,,Main,Storia dell'universo,RM,Rome,93.42.34.133,-61,0,61
2015-09-12T08:57:28.677Z,#cs.wikipedia,,k zamodrání,,,False,False,True,False,False,,Main,Císařská garda (Napoleon),,,Feťour,1184,1184,0
2015-09-12T08:57:31.428Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Lychnophora,,,TuanminhBot,18,18,0
2015-09-12T08:57:34.843Z,#ko.wikipedia,,봇 : [[분류:한국 프로 야구 투수‎]]을(를) [[분류:KBO 리그 투수]](으)로 옮김,,,False,True,False,True,False,,Main,홍성민 (야구 선수),,,아즈사봇,-10,0,10
2015-09-12T08:57:37.575Z,#fa.wikipedia,,خنثی‌سازی ویرایش 15938386 توسط [[Special:Contributions/Newultimateman|Newultimateman]] ([[User talk:Newultimateman|بحث]]) به دلیل تاکید در مقاله ( خداناباور ابراهیمی هم در لیست هستند ),,,False,False,False,False,True,,Main,فهرست بی‌خدایان,,,Newultimateman,490,490,0
2015-09-12T08:57:40.116Z,#en.wikipedia,,clean up using [[Project:AWB|AWB]],,,False,True,False,False,False,,Main,Koro Dewes,,,Davidcannon,0,0,0
2015-09-12T08:57:43.247Z,#it.wikipedia,,/* Bibliografia */,,,False,True,False,False,False,,Main,Al-Hubab ibn al-Mundhir,,,Cloj,18,18,0
2015-09-12T08:57:45.834Z,#zh.wikipedia,,tagging {{t1|veil}} with the help of hide.exe by Antigng,,,False,True,False,True,False,,Main,颱風海葵 (2012年),,,Antigng-bot,40,40,0
2015-09-12T08:57:47.683Z,#ru.wikipedia,,"/* Биография */ не АИ, тут со слов третьего лица в интервью неавторитетному источнику",,,False,False,False,False,False,,Main,"Разлогова, Наталья Эмильевна",,,Abiyoyo,-261,0,261
2015-09-12T08:57:50.686Z,#ja.wikipedia,,/* ペルーの行政区画への差し戻し改名提案 */ 自分のコメントを一部訂正しました。,,,False,False,False,False,False,,ノート,ノート:ペルーの県,,,QuirkyQuidnuncY,274,274,0
2015-09-12T08:57:52.683Z,#en.wikipedia,,[[Wikipedia:Templates for discussion/Log/2015 August 20#Template:British Albanians]],,,False,False,False,False,False,,Main,Kreshnik Qato,,,Alakzi,-23,0,23
2015-09-12T08:57:53.925Z,#de.wikipedia,,/* Einzelnachweise */,,,False,False,False,False,False,,Main,Bestie von Essen,,,Markoz,36,36,0
2015-09-12T08:57:56.278Z,#it.wikipedia,,/* Carriera */,,,False,False,False,False,True,,Main,Daniele Chiffi,,,Nipas2,11,11,0
2015-09-12T08:57:59.098Z,#de.wikipedia,,/* Hauptfiguren */,,,False,False,False,False,False,,Benutzer,Benutzer:Stegosaurus Rex/ER,,,Stegosaurus Rex,106,106,0
2015-09-12T08:58:03.126Z,#ko.wikipedia,,/* 한국어 해석 */,,,False,False,False,False,False,,Main,독립 행진곡,,,OzlemTC,-8,0,8
2015-09-12T08:58:04.654Z,#ko.wikipedia,,봇 : [[분류:한국 프로 야구 투수‎]]을(를) [[분류:KBO 리그 투수]](으)로 옮김,,,False,True,False,True,False,,Main,홍영현,,,아즈사봇,-10,0,10
2015-09-12T08:58:07.347Z,#en.wikipedia,,[[Wikipedia:Templates for discussion/Log/2015 August 20#Template:British Albanians]],,,False,False,False,False,False,,Main,Rita Ora,,,Alakzi,-23,0,23
2015-09-12T08:58:09.242Z,#fr.wikipedia,Yerville,e,FR,France,True,False,False,False,True,,Main,Cigarette,76,Seine-Maritime,85.171.196.6,3,3,0
2015-09-12T08:58:11.236Z,#zh.wikipedia,,tagging {{t1|veil}} with the help of hide.exe by Antigng,,,False,True,False,True,False,,Main,雷霆掃毒,,,Antigng-bot,40,40,0
2015-09-12T08:58:13.409Z,#en.wikipedia,Quezon City,/* The UP Fighting Maroons Basketball Team* */,PH,Philippines,True,False,False,False,False,,Main,UP Fighting Maroons,00,National Capital Region,112.209.69.9,9,9,0
2015-09-12T08:58:15.930Z,#zh.wikipedia,,tagging {{t1|veil}} with the help of hide.exe by Antigng,,,False,True,False,True,False,,Main,On Call 36小時,,,Antigng-bot,40,40,0
2015-09-12T08:58:19.135Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Polypsecadium,,,TuanminhBot,18,18,0
2015-09-12T08:58:21.177Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Neuontobotrys,,,TuanminhBot,18,18,0
2015-09-12T08:58:24.208Z,#uk.wikipedia,,/* Життєпис */,UA,Ukraine,True,False,False,False,False,,Main,Богдан Хмельницький,,,178.213.2.142,1,1,0
2015-09-12T08:58:25.388Z,#en.wikipedia,,recast lede,,,False,False,False,False,False,,Main,King's Observatory,,,Headhitter,-43,0,43
2015-09-12T08:58:28.743Z,#es.wikipedia,Barcelona,/* Temporada 10: 2015-presente */,ES,Spain,True,False,False,False,False,,Anexo,Anexo:Episodios de Los padrinos mágicos,B,Barcelona,79.153.120.236,-4,0,4
2015-09-12T08:58:30.077Z,#en.wikipedia,,/* 2015 */,,,False,True,False,False,False,,User,User:Gerda Arendt,,,Gerda Arendt,-23,0,23
2015-09-12T08:58:32.294Z,#sk.wikipedia,,zlepšenie opisu obrázku,,,False,False,False,False,False,,Main,Brno dolní nádraží,,,Jetam2,79,79,0
2015-09-12T08:58:34.538Z,#en.wikipedia,,Requesting speedy deletion ([[WP:CSD#G6|CSD G6]]). ([[WP:TW|TW]]),,,False,False,False,False,False,,Template,Template:British Albanians,,,Alakzi,128,128,0
2015-09-12T08:58:36.558Z,#ja.wikipedia,Tokyo,/* ゲスト */,JP,Japan,True,False,False,False,False,,Main,特盛!よしもと 今田・八光のおしゃべりジャングル,13,Tōkyō,58.156.119.18,166,166,0
2015-09-12T08:58:38.492Z,#zh.wikipedia,,回退[[Special:Contributions/182.239.70.208|182.239.70.208]] ([[User talk:182.239.70.208|讨论]])做出的 1 次编辑，到由58.176.3.88做出的前一个修订版本,,,False,True,False,False,False,,Main,招顯聰,,,SiuMai,-316,0,316
2015-09-12T08:58:40.533Z,#en.wikipedia,,/* History */,,,False,False,False,False,False,,Main,Crème brûlée,,,Anonimeco,0,0,0
2015-09-12T08:58:42.641Z,#de.wikipedia,,/* Leben */,,,False,True,False,False,False,,Main,Philipp VI. von Falkenstein,,,Andreas Urban,0,0,0
2015-09-12T08:58:44.992Z,#vi.wikipedia,,"Bot: sửa lỗi CS1 ""Kiểm tra giá trị ngày tháng"" + các sửa lỗi chung khác",,,False,True,False,True,False,,Main,Notylia trisepala,,,GHA-WDAS,36,36,0
2015-09-12T08:58:47.544Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Eremochloa,,,TuanminhBot,18,18,0
2015-09-12T08:58:50.183Z,#en.wikipedia,,/* Songs */,,,False,False,False,False,False,,Main,Shot in the Dark,,,In ictu oculi,-4,0,4
2015-09-12T08:58:51.436Z,#hu.wikipedia,,[[Kategória:Élő személyek|Élő személyek]] kategória hozzáadva (a HotCattel),,,False,True,False,False,False,,Main,Anđelo Šetka,,,K.davidow99,32,32,0
2015-09-12T08:58:52.676Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Mathewsia,,,TuanminhBot,18,18,0
2015-09-12T08:58:54.399Z,#en.wikipedia,,"/* External links */subst if use is in accordance with [[WP:ELMINOFFICIAL]] otherwise remove, per [[Wikipedia:Templates for discussion/Log/2015 January 15#Template:Myspace]] using [[Project:AWB|AWB]]",,,False,False,False,False,False,,Main,Musiqq,,,Bazj,32,32,0
2015-09-12T08:58:56.115Z,#ar.wikipedia,,استرجاع تعديلات [[خاص:مساهمات/188.53.66.207|188.53.66.207]] ([[نقاش المستخدم:188.53.66.207|نقاش]]) حتى آخر نسخة بواسطة [[مستخدم:سامي الرحيلي|سامي الرحيلي]],,,False,True,False,False,False,,Main,سليلة جهينة,,,سامي الرحيلي,-110,0,110
2015-09-12T08:58:58.684Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Duhaldea,,,TuanminhBot,18,18,0
2015-09-12T08:59:00.275Z,#en.wikipedia,,Tweak a bit,,,False,False,False,False,False,,Main,Glanmire,,,Kafka Liz,-50,0,50
2015-09-12T08:59:03.006Z,#it.wikipedia,,/* Girone di ritorno */,,,False,False,False,False,False,,Main,Club Atlético de Madrid 2001-2002,,,Alexdevil,1026,1026,0
2015-09-12T08:59:06.022Z,#ru.wikipedia,,/* Награды и премии */ народный артист БАССР (1964),,,False,False,False,False,False,,Main,"Шостакович, Дмитрий Дмитриевич",,,Рөстәм Нурыев,58,58,0
2015-09-12T08:59:07.960Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Neurolaena,,,TuanminhBot,18,18,0
2015-09-12T08:59:09.978Z,#vi.wikipedia,,AlphamaEditor,,,False,True,False,True,True,,Main,Poecilostachys,,,TuanminhBot,18,18,0
2015-09-12T08:59:11.299Z,#en.wikipedia,,/* Weekly charts */,,,False,False,False,False,False,,Main,Take Your Time (Sam Hunt song),,,Sander23121989,-337,0,337
2015-09-12T08:59:14.829Z,#vi.wikipedia,,"Bot: sửa lỗi CS1 ""Kiểm tra giá trị ngày tháng"" + các sửa lỗi chung khác",,,False,True,False,True,False,,Main,Oncidium andradeanum,,,GHA-WDAS,36,36,0
2015-09-12T08:59:17.029Z,#it.wikipedia,,+cronologia valutazioni,,,False,False,False,False,True,,Discussione,Discussione:Judo,,,ZioNicco,105,105,0
2015-09-12T08:59:19.230Z,#de.wikipedia,,Änderungen von [[Special:Contributions/79.130.198.106|79.130.198.106]] ([[User talk:79.130.198.106|Diskussion]]) auf die letzte Version von [[User:Pelz|Pelz]] zurückgesetzt,,,False,True,False,False,False,,Main,Anouk Lamm Anouk,,,Aspiriniks,56,56,0
2015-09-12T08:59:22.101Z,#en.wikipedia,,"/* List of Amiibo-branded NFC items */ The bundle exclusivity seems to be only for the US, as the standalone amiibo is currently sold and in stock on Walmart.ca: http://www.walmart.ca/en/ip/modern-mario-amiibo-30th-anniversary-series/6000195377648",DE,Germany,True,False,False,False,False,,Main,Amiibo,,,88.68.179.202,-4,0,4
2015-09-12T08:59:24.269Z,#en.wikipedia,,Filled in 1 bare reference(s) with [[:en:WP:REFILL|reFill]] (),,,False,False,False,False,False,,Main,Patrick Warburton,,,Ser Amantio di Nicolao,124,124,0
2015-09-12T08:59:25.984Z,#fr.wikipedia,,/* Levés des cartes */ Changement d'image,,,False,True,False,False,True,,Main,Carte de Cassini,,,Kergeo,14,14,0
2015-09-12T08:59:28.423Z,#ko.wikipedia,,/* 바깥 고리 */,,,False,False,False,False,False,,Main,그대 창가에 김창기입니다,,,하카타48,-19,0,19
